Id,Name,Applications__c,Brand_Name__c,Chemical_Name__c,Applicants__c,Funding_requested_for__c,Stage__c,Pharmaceutical__c,Community_URL__c,Therapeutic_group__c,Application Received date,Last Update date,Days elapsed between application and last update,Days until Seeking Clinical Advice,Days until Under Assessment,Days until Options Compared,Days until Under Consultation,Days until Reviewing Consultation Feedback,Days until Decision,Application Received dates,Seeking Clinical Advice dates,Under Assessment dates,Options Compared dates,Under Consultation dates,Reviewing Consultation Feedback dates,Decision dates,Outcome__c,Summary__c,FDA_ApprovalDate,TGA_ApprovalDate,MedSafe_ApprovalDate
a0ROZ0000008ZTd2AM,Bart's Solution - Glucose 4% with sodium chloride 0.18%,A-00018,,Bart's Solution - Glucose 4% with sodium chloride 0.18%,PHARMAC Initiated,Hospital listing,Decision,Bart's Solution - Glucose 4% with sodium chloride 0.18%,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008pu9E,Blood and Blood Forming Organs,2011-01-01 00:00:00,2018-03-09 00:00:00,2624,334,640,-62,-150,28,1826,2011-01-01:Application received,"2011-12-06:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 6 December 2011.
2013-02-14:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 14 February 2013.
2013-09-24:Clinical advice received from Analgesic Subcommittee at meeting Tuesday 24 September 2013.
2014-02-13:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 13 February 2014.
2014-08-14:Clinical advice required
2014-08-14:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 14 August 2014.
2014-11-06:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 6 November 2014.
2015-02-16:Received Additional Information
2015-04-01:Received Additional Information
2015-05-07:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 7 May 2015.
2015-08-13:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 13 August 2015.","2013-09-30:Working to compare options
2014-08-14:Working to compare options
2015-05-08:Working to compare options","2013-07-01:The relative ranking of the pharmaceutical application has been completed.
2014-08-29:The relative ranking of the pharmaceutical application has been completed.","2013-02-25:Public consultation for this application is active.
2014-04-03:Public consultation for this application is active.","2013-03-28:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.
2014-05-02:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.",2018-03-09:The funding application has been approved.,Recommended for funding with no priority; Not recommended for inclusion (HML); Decline; Decline; Decline; Decline; Recommended for funding with no priority; Recommended for funding with no priority,"Recommended listing inf glucose 4% with sodium chloride 0.18%, in both 500 and 1,000 ml forms, on the Hospital Medicines List.; Following a clinician application for glucose 4% with sodium chloride 0.18% (Bart&#39;s solution), the Subcommittee recommended that it not be listed on the HML, given the risk of seizures in children and the availability of a 5% with NaCl 0.2% solutiion. The Subcommittee noted that it would be willing to review this recommendation following the provision of clinical evidence to support a clinical benefit with the use of Bart&#39;s solution over alternative available treatment options.; Discussed during Matters Arising. Reiterated previous recommendation.; PTAC recommended that the 1000 ml presentation of glucose 4% with sodium chloride 0.18% (&#39;Bart&#39;s solution) be listed in hospitals (Part II of Section H). PTAC recommended against listing the 500 ml form.    PTAC also recommended referring safety concerns to the Medicines Adverse Reactions Committee of Medsafe, to liase with Medsafe, DHB hospitals and the supplier to introduce safety measures.; Discussed in Matters Arising. Reiterated the recommendation to list the 1000 ml presentation in Section H, with a restriction limiting to adults, and a note on the item advising of the evidence of risk.; This product was not included in the first edition of the HML. This does not preclude further consideration of the product.; Proposes not to include 4%-glucose forms of the product. Notes that for each of these, it is proposed that other presentations or strengths would be included in the Hospital Medicines List.; This consultation document requests feedback on whether glucose 4% sodium chloride 0.18% solution (Barts solution) should be included on the HML. It requests evidence for a clinical benefit over available treatment options and asks for advice on managing the risks associated with making Barts solution available in hospital areas where children may be treated. This is not a consultation on a listing decision.",1939-02-09,,1969-09-23
a0R2P000000MOvzUAG,Diazepam oral liquid 10 mg per 10 ml,A-01387,,Diazepam oral liquid 10 mg per 10 ml,PHARMAC Initiated,Hospital listing,Decision,Diazepam oral liquid 10 mg per 10 ml,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puCP,Nervous System,2011-01-01 00:00:00,2013-04-24 00:00:00,844,304,366,0,0,30,121,2011-01-01:Application received,"2011-11-01:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 1 November 2011.
2012-06-08:Clinical advice received from Mental Health Subcommittee at meeting Friday 8 June 2012.
2012-11-08:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 8 November 2012.",2012-11-09:Working to compare options,2012-11-12:The relative ranking of the pharmaceutical application has been completed.,2012-11-19:Public consultation for this application is active.,2012-12-21:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2013-04-24:The funding application has been declined.,Deferred; Not recommended for inclusion (HML); Not recommended for inclusion (HML),,1963-11-15,1992-11-26,1969-12-31
a0R2P000000MTXLUA4,Guanethidine Sulfate,A-00019,Ismelin,Guanethidine Sulfate,PHARMAC Initiated,Hospital listing,Decision,Guanethidine Sulfate (Ismelin),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puTO,Cardiovascular System,2011-01-01 00:00:00,2013-01-29 00:00:00,759,90,396,0,92,31,122,2011-01-01:Application received,"2011-04-05:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 5 April 2011.
2011-09-23:Clinical advice received from Cardiovascular Subcommittee at meeting Friday 23 September 2011.
2012-05-10:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 10 May 2012.",2012-05-11:Working to compare options,2012-05-14:The relative ranking of the pharmaceutical application has been completed.,2012-08-03:Public consultation for this application is active.,2012-09-10:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2013-01-29:The funding application has been declined.,Not recommended for inclusion (HML); Not recommended for inclusion (HML); Not recommended for inclusion (HML),"&#39;The Subcommittee noted that guanethidine monosulphate was a formulary item in a minority of DHBs and, where it was, it had generally not been used in some time. The Subcommittee recommended that it not be included in a national PML.&#39;; &#39;In relation to guanethidine monosulphate, the Subcommittee supported the recommendation to exclude it from a national PML.&#39;",1960-07-05,,1969-12-31
a0R2P000000MwSAUA0,Dextromethorphan,A-01389,,Dextromethorphan,PHARMAC Initiated,Cough suppressant,Decision,Dextromethorphan,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptpY,Respiratory System and Allergies,2011-01-01 00:00:00,2013-03-19 00:00:00,808,181,397,0,31,30,151,2011-01-01:Application received,"2011-07-05:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 5 July 2011.
2012-05-01:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 1 May 2012.
2012-08-02:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 2 August 2012.
2020-08-25:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 5 July 2011.",2012-08-03:Working to compare options,2012-08-06:The relative ranking of the pharmaceutical application has been completed.,2012-09-25:Public consultation for this application is active.,2012-10-29:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2013-03-19:The funding application has been declined.,Not recommended for inclusion (HML); Not recommended for inclusion (HML); Not recommended for inclusion (HML); Not recommended for inclusion (HML),,1957-12-03,1998-11-04,1969-12-31
a0R2P000000MQfcUAG,Cefpodoxime proxetil,A-01464,,Cefpodoxime proxetil,PHARMAC Initiated,Anti-infection,Decision,Cefpodoxime proxetil,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008pu6m,Infections - Agents for Systemic Use,2011-01-01 00:00:00,2013-03-19 00:00:00,808,151,427,0,31,30,151,2011-01-01:Application received,"2011-06-07:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 7 June 2011.
2012-08-02:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 2 August 2012.",2012-08-03:Working to compare options,2012-08-06:The relative ranking of the pharmaceutical application has been completed.,2012-09-25:Public consultation for this application is active.,2012-10-29:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2013-03-19:The funding application has been declined.,Not recommended for inclusion (HML); Not recommended for inclusion (HML),"&#39;The Subcommittee noted that [cefpodoxime is] not widely used in DHB hospitals, and recommended that [it] not be included in a national PML.&#39;",1992-08-07,,1993-05-27
a0R2P000000MTXQUA4,Hydrochlorothiazide tablets,A-00024,,Hydrochlorothiazide tablets,PHARMAC Initiated,Hospital listing,Decision,Hydrochlorothiazide tablets,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptpe,Cardiovascular System,2011-01-01 00:00:00,2013-01-29 00:00:00,759,90,396,0,92,31,122,2011-01-01:Application received,"2011-04-05:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 5 April 2011.
2012-05-10:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 10 May 2012.",2012-05-11:Working to compare options,2012-05-14:The relative ranking of the pharmaceutical application has been completed.,2012-08-03:Public consultation for this application is active.,2012-09-10:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2013-01-29:The funding application has been declined.,Not recommended for inclusion (HML); Not recommended for inclusion (HML),"&#39;Members noted that hydrochlorothiazide tablets, which are unregistered, have been used to compound an oral liquid formulation. Members noted that a registered oral liquid formulation of chlorothiazide is proposed for inclusion on a national PML, and that there is potential for prescriber confusion between the two agents. The Subcommittee recommended not listing hydrochlorothiazide tablets in a national PML.&#39;",1959-02-12,2022-12-18,1969-12-31
a0ROZ00000007Kr2AI,guaifenesin,A-03486,,guaifenesin,Clinician,respiratory conditions,Decision,guaifenesin,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000AV7z8,,2011-01-01 00:00:00,2013-03-19 00:00:00,808,0,578,0,31,30,151,2011-01-01:Application received,"2011-01-01:Clinical advice required
2011-07-05:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 5 July 2011.",2012-08-03:Working to compare options,2012-08-06:The relative ranking of the pharmaceutical application has been completed.,2012-09-25:Public consultation for this application is active.,2012-10-29:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2013-03-19:The funding application has been declined.,,,2002-07-12,1999-01-13,1968-05-06
a0R2P000000MTXpUAO,Hydrocortisone butyrate with chlorquinaldol,A-00028,,Hydrocortisone butyrate with chlorquinaldol,PHARMAC Initiated,Hospital listing,Decision,Hydrocortisone butyrate with chlorquinaldol,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puJx,Dermatologicals,2011-01-01 00:00:00,2013-04-24 00:00:00,844,273,397,0,0,30,121,2011-01-01:Application received,"2011-10-04:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 4 October 2011.
2012-11-08:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 8 November 2012.",2012-11-09:Working to compare options,2012-11-12:The relative ranking of the pharmaceutical application has been completed.,2012-11-19:Public consultation for this application is active.,2012-12-21:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2013-04-24:The funding application has been declined.,Not recommended for inclusion (HML); Not recommended for inclusion (HML),,1951-12-21,,1965-01-01
a0R2P000000MTWwUAO,"Glucose prefilled syringe (50%, 50ml)",A-01542,,"Glucose prefilled syringe (50%, 50ml)",PHARMAC Initiated,Hospital listing,Decision,"Glucose prefilled syringe (50%, 50ml)",https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puH6,Blood and Blood Forming Organs,2011-01-01 00:00:00,2013-05-16 00:00:00,866,334,428,0,0,28,61,2011-01-01:Application received,"2011-12-06:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 6 December 2011.
2012-12-11:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 11 December 2012.
2013-02-14:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 14 February 2013.",2013-02-15:Working to compare options,2013-02-18:The relative ranking of the pharmaceutical application has been completed.,2013-02-25:Public consultation for this application is active.,2013-03-28:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2013-05-16:The funding application has been declined.,Deferred; Not recommended for inclusion (HML); Not recommended for inclusion (HML),"The Subcommittee considered that further advice was required before making a recommendation on glucose prefilled syringe (50%, 50 ml). The Subcommittee noted that only a few DHBs had reported using this presentation, and requested the view of intensivists on the need for this to be included in a national PML.; &#39;The Subcommittee noted that it had previously deferred making a recommendation in relation to glucose 50% syringes. The Subcommittee considered that there was not a need for prefilled glucose syringes to be available in DHB hospitals, and recommended that these not be included in a national PML. Members noted that other presentations of these pharmaceuticals would still be available.&#39;",1994-08-19,2025-03-28,1969-09-23
a0R2P000000LmiAUAS,"hydrochloride with fentanyl, inj 0.625 mg with fentanyl 2 mcg per ml, 200 ml bag",A-01452,,"Bupivacaine hydrochloride with fentanyl, inj 0.625 mg with fentanyl 2 mcg per ml, 200 ml bag",PHARMAC Initiated,Hospital listing,Decision,"Bupivacaine hydrochloride with fentanyl, inj 0.625 mg with fentanyl 2 mcg per ml, 200 ml bag",https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008puEY,Nervous System,2011-01-01 00:00:00,2016-03-15 00:00:00,1900,243,,,427,30,1186,2011-01-01:Application received,"2011-09-06:Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 6 September 2011.
2012-11-08:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 8 November 2012.",,,2012-11-19:Public consultation for this application is active.,2012-12-03:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2016-03-15:The funding application has been Approved.,Not recommended for inclusion (HML); Not recommended for inclusion (HML),"The Subcommittee noted that this presentation of bupivacaine and fentanyl was not widely used in DHB hospitals and considered that it did not need to be included in the HML.; The consultation document proposed that Bupivacaine hydrochloride with fentanyl, inj 0.625 mg with fentanyl 2 mcg per ml, 200 ml bag not be listed in Section H at this time and noted that this would not prevent it from being considered for inclusion at a later date.; Bupivacaine hydrochloride with fentanyl - Inj 0.625 mg with fentanyl 2 mcg per ml, 200 ml bag (any brand) will be listed in Section H from 1 April 2016. Other presentations of bupivacaine with fentanyl will remain unchanged.",1968-02-19,1991-07-31,1969-12-31
